response,coverage,education,employmentstatus,gender,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,state_location,combined_policy
No,Extended,Bachelor,Unemployed,F,Married,Offer3,Call Center,Four-Door Car,Medsize,Oregon - Rural,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,M,Single,Offer1,Agent,Two-Door Car,Small,Oregon - Suburban,Corporate Auto - Corporate L3
No,Basic,College,Employed,M,Married,Offer3,Branch,Two-Door Car,Large,California - Suburban,Personal Auto - Personal L1
Yes,Premium,Bachelor,Employed,F,Single,Offer1,Branch,Two-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
Yes,Basic,College,Employed,F,Married,Offer2,Agent,Four-Door Car,Medsize,Oregon - Urban,Personal Auto - Personal L2
No,Basic,Doctor,Employed,F,Married,Offer1,Branch,Sports Car,Medsize,Arizona - Rural,Personal Auto - Personal L2
No,Premium,Bachelor,Employed,F,Married,Offer1,Agent,Two-Door Car,Medsize,Arizona - Rural,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,F,Divorced,Offer2,Agent,Four-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L3
No,Basic,Bachelor,Employed,F,Divorced,Offer3,Web,Two-Door Car,Medsize,California - Rural,Corporate Auto - Corporate L2
No,Basic,Bachelor,Employed,M,Married,Offer1,Agent,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L3
No,Extended,College,Employed,F,Married,Offer4,Branch,Four-Door Car,Medsize,Oregon - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,F,Single,Offer3,Branch,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,M,Married,Offer4,Call Center,SUV,Medsize,Oregon - Suburban,Special Auto - Special L1
No,Basic,College,Disabled,M,Married,Offer1,Agent,SUV,Medsize,Oregon - Urban,Personal Auto - Personal L2
No,Extended,College,Unemployed,F,Single,Offer1,Branch,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,M,Single,Offer4,Branch,Two-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Unemployed,F,Married,Offer4,Agent,Four-Door Car,Small,Oregon - Suburban,Corporate Auto - Corporate L2
No,Basic,College,Employed,F,Married,Offer4,Agent,Four-Door Car,Medsize,Arizona - Rural,Corporate Auto - Corporate L3
No,Basic,High School or Below,Unemployed,M,Single,Offer1,Call Center,SUV,Medsize,California - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Employed,F,Married,Offer4,Branch,Luxury SUV,Medsize,California - Urban,Personal Auto - Personal L3
No,Extended,College,Employed,F,Divorced,Offer3,Agent,Sports Car,Small,California - Rural,Personal Auto - Personal L2
No,Basic,Bachelor,Unemployed,M,Single,Offer1,Call Center,Two-Door Car,Large,Arizona - Suburban,Personal Auto - Personal L2
Yes,Basic,College,Retired,F,Married,Offer2,Branch,Two-Door Car,Large,Arizona - Suburban,Personal Auto - Personal L3
Yes,Extended,Bachelor,Medical Leave,F,Married,Offer2,Agent,SUV,Small,Oregon - Suburban,Personal Auto - Personal L1
No,Basic,College,Employed,M,Divorced,Offer2,Web,SUV,Small,California - Rural,Personal Auto - Personal L3
No,Extended,High School or Below,Employed,F,Single,Offer1,Agent,Sports Car,Large,Washington - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer4,Agent,Four-Door Car,Medsize,California - Rural,Corporate Auto - Corporate L3
No,Basic,Master,Employed,M,Married,Offer3,Call Center,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L2
No,Premium,College,Employed,F,Divorced,Offer2,Call Center,Sports Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Basic,College,Employed,M,Divorced,Offer1,Agent,SUV,Medsize,California - Urban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Divorced,Offer1,Agent,Four-Door Car,Small,Nevada - Suburban,Personal Auto - Personal L1
Yes,Basic,Doctor,Employed,F,Married,Offer2,Branch,Four-Door Car,Medsize,Oregon - Urban,Corporate Auto - Corporate L2
No,Extended,Bachelor,Employed,F,Married,Offer2,Branch,Two-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L2
No,Basic,College,Employed,M,Married,Offer3,Agent,Luxury SUV,Small,Oregon - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Medical Leave,M,Married,Offer1,Call Center,SUV,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,College,Unemployed,F,Married,Offer3,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Disabled,F,Divorced,Offer1,Branch,SUV,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Basic,Bachelor,Unemployed,M,Single,Offer4,Call Center,SUV,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,M,Divorced,Offer4,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
No,Premium,High School or Below,Employed,M,Married,Offer1,Branch,Four-Door Car,Small,California - Suburban,Corporate Auto - Corporate L3
Yes,Extended,College,Retired,M,Married,Offer1,Agent,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,M,Married,Offer1,Agent,Two-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Divorced,Offer1,Agent,SUV,Medsize,Oregon - Rural,Personal Auto - Personal L3
No,Premium,Bachelor,Employed,F,Divorced,Offer1,Agent,Two-Door Car,Medsize,Arizona - Urban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer1,Branch,Four-Door Car,Medsize,Washington - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,F,Married,Offer2,Web,Four-Door Car,Large,Oregon - Rural,Personal Auto - Personal L2
No,Premium,High School or Below,Employed,M,Married,Offer4,Agent,Four-Door Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L1
No,Basic,Master,Employed,F,Married,Offer2,Agent,Sports Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Unemployed,F,Married,Offer3,Call Center,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Disabled,M,Married,Offer2,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Extended,High School or Below,Disabled,F,Divorced,Offer3,Agent,Four-Door Car,Medsize,Arizona - Suburban,Special Auto - Special L1
Yes,Basic,Doctor,Employed,M,Divorced,Offer1,Agent,Four-Door Car,Large,Oregon - Rural,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,F,Divorced,Offer4,Call Center,Four-Door Car,Small,California - Suburban,Corporate Auto - Corporate L3
Yes,Basic,College,Employed,M,Married,Offer1,Branch,Four-Door Car,Medsize,Arizona - Rural,Personal Auto - Personal L2
Yes,Basic,College,Unemployed,M,Married,Offer1,Branch,SUV,Medsize,Arizona - Suburban,Corporate Auto - Corporate L3
Yes,Extended,High School or Below,Employed,M,Married,Offer2,Agent,Two-Door Car,Medsize,Washington - Suburban,Corporate Auto - Corporate L2
No,Extended,Master,Employed,M,Married,Offer3,Agent,Four-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L3
No,Extended,Master,Employed,M,Divorced,Offer3,Agent,Two-Door Car,Medsize,Washington - Urban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,M,Married,Offer4,Call Center,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,F,Single,Offer3,Web,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Basic,High School or Below,Unemployed,F,Single,Offer3,Agent,Sports Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Single,Offer2,Web,Four-Door Car,Medsize,California - Suburban,Special Auto - Special L3
No,Extended,College,Employed,M,Divorced,Offer2,Branch,Four-Door Car,Medsize,Washington - Suburban,Corporate Auto - Corporate L1
No,Basic,Bachelor,Unemployed,F,Single,Offer1,Web,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Premium,Bachelor,Employed,M,Divorced,Offer4,Agent,Two-Door Car,Small,California - Suburban,Personal Auto - Personal L3
No,Basic,Master,Employed,M,Married,Offer2,Call Center,SUV,Medsize,California - Urban,Personal Auto - Personal L1
No,Extended,Doctor,Unemployed,F,Divorced,Offer3,Web,SUV,Medsize,California - Suburban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,F,Married,Offer2,Call Center,Four-Door Car,Medsize,Oregon - Urban,Personal Auto - Personal L3
No,Extended,Master,Employed,F,Married,Offer2,Agent,SUV,Medsize,Arizona - Rural,Personal Auto - Personal L3
No,Extended,College,Unemployed,F,Married,Offer1,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,M,Married,Offer2,Agent,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L3
Yes,Basic,High School or Below,Disabled,F,Married,Offer2,Agent,SUV,Small,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,F,Divorced,Offer3,Call Center,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,F,Married,Offer1,Agent,Four-Door Car,Medsize,Arizona - Urban,Corporate Auto - Corporate L3
No,Extended,Master,Employed,M,Married,Offer3,Agent,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,Master,Employed,M,Married,Offer2,Branch,Four-Door Car,Medsize,Arizona - Rural,Special Auto - Special L1
Yes,Extended,High School or Below,Retired,F,Married,Offer2,Agent,Four-Door Car,Large,Oregon - Suburban,Personal Auto - Personal L3
Yes,Basic,Bachelor,Disabled,F,Divorced,Offer1,Web,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L2
Yes,Premium,High School or Below,Employed,F,Married,Offer2,Call Center,Two-Door Car,Small,Nevada - Suburban,Personal Auto - Personal L1
Yes,Extended,High School or Below,Employed,M,Married,Offer2,Call Center,Two-Door Car,Large,California - Suburban,Personal Auto - Personal L2
No,Basic,College,Employed,M,Married,Offer1,Agent,Two-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,F,Married,Offer1,Web,Two-Door Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Basic,Master,Employed,F,Married,Offer1,Call Center,Four-Door Car,Small,Oregon - Urban,Personal Auto - Personal L3
Yes,Basic,Master,Employed,M,Divorced,Offer2,Branch,Four-Door Car,Small,Arizona - Rural,Personal Auto - Personal L3
No,Basic,High School or Below,Retired,F,Married,Offer2,Agent,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,F,Divorced,Offer1,Agent,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer2,Branch,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L3
No,Basic,College,Employed,F,Single,Offer1,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Basic,Bachelor,Employed,M,Married,Offer2,Agent,Four-Door Car,Large,Oregon - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Employed,M,Single,Offer2,Branch,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L1
No,Extended,Doctor,Employed,F,Married,Offer1,Agent,SUV,Large,Washington - Suburban,Personal Auto - Personal L3
No,Extended,College,Unemployed,F,Married,Offer2,Branch,SUV,Medsize,Oregon - Rural,Personal Auto - Personal L2
No,Basic,High School or Below,Employed,F,Married,Offer3,Branch,SUV,Medsize,Arizona - Rural,Personal Auto - Personal L2
Yes,Basic,Bachelor,Employed,M,Married,Offer2,Agent,Two-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L1
No,Extended,Bachelor,Employed,F,Married,Offer1,Agent,SUV,Small,Oregon - Suburban,Personal Auto - Personal L2
No,Premium,High School or Below,Employed,F,Married,Offer1,Call Center,SUV,Medsize,Arizona - Suburban,Personal Auto - Personal L3
Yes,Extended,High School or Below,Employed,F,Married,Offer1,Branch,SUV,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Unemployed,F,Divorced,Offer1,Branch,SUV,Small,California - Suburban,Personal Auto - Personal L2
No,Extended,College,Unemployed,F,Married,Offer2,Web,Two-Door Car,Medsize,Washington - Rural,Personal Auto - Personal L2
No,Extended,High School or Below,Employed,M,Single,Offer2,Web,Two-Door Car,Large,Nevada - Urban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,M,Married,Offer2,Branch,Four-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,M,Divorced,Offer2,Agent,Four-Door Car,Medsize,Arizona - Suburban,Corporate Auto - Corporate L2
No,Basic,College,Unemployed,M,Single,Offer1,Branch,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Disabled,F,Married,Offer2,Agent,Four-Door Car,Large,Nevada - Rural,Corporate Auto - Corporate L1
No,Extended,Master,Employed,M,Married,Offer2,Web,Two-Door Car,Medsize,California - Rural,Personal Auto - Personal L3
Yes,Extended,College,Employed,F,Married,Offer2,Agent,Two-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,High School or Below,Employed,F,Divorced,Offer1,Branch,Four-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,M,Married,Offer1,Agent,Four-Door Car,Small,Nevada - Urban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,M,Single,Offer4,Agent,Two-Door Car,Medsize,Oregon - Rural,Corporate Auto - Corporate L2
Yes,Basic,Master,Disabled,F,Divorced,Offer1,Agent,Four-Door Car,Small,Oregon - Suburban,Personal Auto - Personal L2
No,Extended,College,Employed,F,Married,Offer4,Call Center,Four-Door Car,Medsize,California - Rural,Personal Auto - Personal L1
No,Extended,Bachelor,Employed,F,Divorced,Offer2,Branch,Four-Door Car,Small,California - Rural,Personal Auto - Personal L3
No,Basic,College,Disabled,M,Married,Offer1,Call Center,Four-Door Car,Medsize,Oregon - Urban,Special Auto - Special L2
No,Extended,College,Medical Leave,F,Divorced,Offer1,Agent,Two-Door Car,Medsize,California - Urban,Corporate Auto - Corporate L3
No,Extended,College,Employed,M,Single,Offer1,Branch,Four-Door Car,Medsize,California - Urban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer3,Agent,Four-Door Car,Medsize,California - Suburban,Corporate Auto - Corporate L3
No,Premium,Bachelor,Medical Leave,F,Single,Offer1,Web,Two-Door Car,Medsize,Washington - Suburban,Corporate Auto - Corporate L3
Yes,Basic,High School or Below,Medical Leave,M,Single,Offer2,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Extended,Bachelor,Employed,M,Married,Offer2,Branch,Four-Door Car,Small,Arizona - Suburban,Personal Auto - Personal L3
No,Extended,Bachelor,Employed,M,Divorced,Offer4,Branch,Four-Door Car,Medsize,Arizona - Urban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer3,Web,Luxury SUV,Medsize,California - Urban,Personal Auto - Personal L2
No,Basic,Bachelor,Disabled,M,Married,Offer3,Branch,Sports Car,Medsize,Oregon - Suburban,Corporate Auto - Corporate L3
No,Premium,College,Unemployed,F,Single,Offer1,Branch,Four-Door Car,Large,Arizona - Suburban,Personal Auto - Personal L2
No,Extended,High School or Below,Employed,M,Married,Offer4,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Retired,M,Married,Offer3,Web,Sports Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Extended,High School or Below,Employed,F,Married,Offer1,Agent,SUV,Medsize,Oregon - Suburban,Personal Auto - Personal L3
Yes,Premium,High School or Below,Unemployed,M,Married,Offer2,Web,SUV,Medsize,Oregon - Suburban,Personal Auto - Personal L1
No,Basic,Bachelor,Unemployed,F,Single,Offer2,Branch,SUV,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,College,Employed,F,Married,Offer1,Agent,Sports Car,Medsize,Nevada - Suburban,Personal Auto - Personal L1
No,Basic,High School or Below,Unemployed,M,Single,Offer1,Agent,Two-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Extended,College,Employed,F,Married,Offer1,Call Center,SUV,Large,Oregon - Urban,Corporate Auto - Corporate L2
No,Extended,Bachelor,Unemployed,M,Single,Offer1,Web,Four-Door Car,Small,California - Suburban,Personal Auto - Personal L1
No,Basic,Bachelor,Employed,M,Married,Offer2,Branch,Two-Door Car,Medsize,Washington - Urban,Corporate Auto - Corporate L1
No,Basic,College,Unemployed,M,Married,Offer1,Agent,Four-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L2
No,Basic,College,Employed,F,Married,Offer2,Web,Four-Door Car,Small,Nevada - Suburban,Corporate Auto - Corporate L3
No,Basic,College,Employed,F,Married,Offer2,Agent,SUV,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Employed,M,Married,Offer3,Agent,Luxury SUV,Medsize,Nevada - Urban,Personal Auto - Personal L3
No,Basic,High School or Below,Unemployed,M,Divorced,Offer1,Call Center,Luxury SUV,Small,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,Master,Employed,F,Single,Offer1,Agent,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,Bachelor,Unemployed,M,Single,Offer1,Agent,Two-Door Car,Medsize,Arizona - Suburban,Personal Auto - Personal L3
No,Basic,College,Unemployed,F,Single,Offer3,Call Center,Four-Door Car,Medsize,California - Suburban,Personal Auto - Personal L1
No,Basic,High School or Below,Unemployed,M,Single,Offer1,Web,Two-Door Car,Medsize,California - Suburban,Personal Auto - Personal L2
No,Basic,High School or Below,Unemployed,F,Single,Offer4,Web,Four-Door Car,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,College,Disabled,M,Married,Offer1,Branch,Sports Car,Small,Nevada - Rural,Personal Auto - Personal L3
No,Extended,High School or Below,Unemployed,F,Married,Offer1,Agent,Four-Door Car,Small,Washington - Suburban,Personal Auto - Personal L3
No,Basic,Bachelor,Unemployed,F,Married,Offer1,Agent,Four-Door Car,Small,Arizona - Suburban,Corporate Auto - Corporate L3
No,Basic,High School or Below,Employed,F,Married,Offer1,Branch,Four-Door Car,Medsize,Oregon - Suburban,Personal Auto - Personal L3
No,Basic,High School or Below,Employed,M,Married,Offer2,Web,Luxury SUV,Large,California - Suburban,Personal Auto - Personal L2
No,Basic,Master,Unemployed,F,Married,Offer4,Call Center,Four-Door Car,Small,Arizona - Suburban,Corporate Auto - Corporate L2
No,Extended,Bachelor,Employed,F,Divorced,Offer1,Call Center,Four-Door Car,Medsize,California - Suburban,Corporate Auto - Corporate L3
